Title,Text1,Penulis1,Penulis2,Abstrak,KataKunci,Klasifikasi,Jenis,Subjek,Tahun,Penerbit
Solusi UI/UX Design untuk Fitur Marketplace pada Integrasi Logistik dengan Marketplace di Aplikasi Krealogi ANGGRINI,ANGGRINI,ANGGRINI,"Rio Korio Utoro, Rafta Zani",,,004.21 - Systems Analysis and Computer Design,Karya Ilmiah - Skripsi (S1) - Reference,"Analysis And Design Systems, Analysis And Design,",2023,"Universitas Telkom, D4 Teknologi Rekayasa Multimedia"
Desain UI/UX Untuk Aplikasi AR Pengenalan Makanan Khas Indonesia NADYA NABHILA ANDINI PUTRI,NADYA NABHILA ANDINI PUTRI,NADYA NABHILA ANDINI PUTRI,"Fery Prasetyo, Aprianti Putri Sujana",<p> </p>,Seluruh 1 koleksi sedang dipinjam,005.1 - Computer programming,Karya Ilmiah - Skripsi (S1) - Reference,"Perancangan Aplikasi, Design User Interface,",2023,"Universitas Telkom, D4 Teknologi Rekayasa Multimedia"
Implementasi Metode Multi Marker Augmented Reality Pada Aplikasi Simulasi Pengenalan Rambu Lalu Lintas FAUZI HIZBULLAH,FAUZI HIZBULLAH,FAUZI HIZBULLAH,"Andi Purna Kurniawan, Tafta Zani",,,005.1 - software engineering,Karya Ilmiah - Skripsi (S1) - Reference,"Game, Application Software,",2023,"Universitas Telkom, D4 Teknologi Rekayasa Multimedia"
MEDIA PEMBELAJARAN INTERAKTIF BERBASIS AUGMENTED  REALITY STUDI KASUS: TEMATIK KELAS III SUBTEMA  KEAJAIBAN PERUBAHAN WUJUD BENDA PADA SISWA SDN  CAMPAKA 1 SITI ABDILLAH AINIE,SITI ABDILLAH AINIE,SITI ABDILLAH AINIE,"Rikman Aherliwan Rudawan, Tafta Zani",,,"006.7 - Multimedia system, Web Design, video interactive",Karya Ilmiah - Skripsi (S1) - Reference,"Interactive Multimedia, Multimedia  Communication,",2023,"Universitas Telkom, D4 Teknologi Rekayasa Multimedia"
"Pembangunan Virtual Based Learning, Smarteye Virtual Convention Center, dan Blue Economic Network PT. Telkom Indonesia MUHAMMAD FAIKAR FIRAS",MUHAMMAD FAIKAR FIRAS,MUHAMMAD FAIKAR FIRAS,"Ady Purna Kurniawan, Yahdi Siradj",,,"006.7 - Multimedia system, Web Design, video interactive",Karya Ilmiah - Skripsi (S1) - Reference,"Interactive Multimedia, Virtual Computer Systems,",2023,"Universitas Telkom, D4 Teknologi Rekayasa Multimedia"
Pembuatan Aplikasi Game Kimia Berbasis Android – Mekanik Sub Game Scramble Chemistry AGUNG ARYA PRATAMA,AGUNG ARYA PRATAMA,AGUNG ARYA PRATAMA,"Rikman Aherliwan Rudawan, Ady Purna Kurniawan","<p style=""margin-left:5.0pt;"">Kata Kunci : Unity, Game</p>",,793.4 - Games of actions,Karya Ilmiah - Skripsi (S1) - Reference,"Android Programming, Game Programming,",2023,"Universitas Telkom, D4 Teknologi Rekayasa Multimedia"
Pembuatan Aplikasi Simulasi Ujian Sertifikasi Interaktif untuk Pendidikan Bahasa Jerman di Germany Indonesia Professional MUHAMMAD PANGGIETA WASTU,MUHAMMAD PANGGIETA WASTU,MUHAMMAD PANGGIETA WASTU,"Rio Korio Utoro, Fery Prasetyanto",<p> </p>,Seluruh 1 koleksi sedang dipinjam,005.1 - software engineering,Karya Ilmiah - Skripsi (S1) - Reference,"Android Programming, Software  Engineering, Application Software,",2023,"Universitas Telkom, D4 Teknologi Rekayasa Multimedia"
PEMBUATAN AUGMENTED REALITY VIDEO PROFILE DENGAN TEKNIK MOTION GRAPHIC SEBAGAI MEDIA PROMOSI AKADEMI KEBIDANAN SITI FATIMAH MIA RAHMA WULANDARI,MIA RAHMA WULANDARI,MIA RAHMA WULANDARI,"Yahdi Siradj, Aprianti Putri Sujana","<div> <p>Kata Kunci: Motion Graphic, MDLC, UEQ, Diagram Benchmark.</p> </div>",Seluruh 1 koleksi sedang dipinjam,"791.43 - Motion Pictures, Movies",Karya Ilmiah - Skripsi (S1) - Reference,"Interactive Multimedia, Graphic Design, Motion Pictures,",2023,"Universitas Telkom, D4 Teknologi Rekayasa Multimedia"
PEMBUATAN DESAIN SERTIFIKAT UNTUK KEGIATAN PELATIHAN SUMBER DAYA MANUSIA YANG DISELENGGARAKAN OLEH DINAS KEBUDAYAAN DAN PARIWISATA KAB. BANDUNG MEGA RIKE EDYANSHAH,MEGA RIKE EDYANSHAH,MEGA RIKE EDYANSHAH,"Duddy Soegiarto, Tafta Zani","<p>Kata kunci : Desain Grafis<em>, Corel Draw, </em>Sertifikat, Metode <em>Modified Prototyping</em></p>",,"741.6 - Graphic design, Illustration, Commercial art, Special applications of drawing",Karya Ilmiah - Skripsi (S1) - Reference,"Graphic Design, Graphic Design Process,",2023,"Universitas Telkom, D4 Teknologi Rekayasa Multimedia"
PEMBUATAN FITUR AUGMENTED REALITY APLIKASI PROSES PELAYANAN JASA PT. BALAI BESAR BAHAN DAN BARANG TEKNIK (B4T) BERBASIS UNITY RADEN FATHURRACHMAN AJI,RADEN FATHURRACHMAN AJI,RADEN FATHURRACHMAN AJI,"Fery Prasetyanto, Rikman Aherliwan Rudawan",,,006.7 - Multimedia systems,Karya Ilmiah - Skripsi (S1) - Reference,"Perancangan Aplikasi, Programming,",2023,"Universitas Telkom, D4 Teknologi Rekayasa Multimedia"
Pembuatan Video Kegiatan Operasi Pemeliharaan Perangkat Civil Mechanical Electrical Menggunakan Aplikasi Microsoft Photo dan Adobe Premiere di Telkom WIlayah Telekomunikasi Karawang MUHAMAD NAUFAL DZAKI,MUHAMAD NAUFAL DZAKI,MUHAMAD NAUFAL DZAKI,"Aprianti Putri Sujana, Tafta Zani","<p>Kata Kunci: Video Dokumentasi, Pengeditan Video, Adobe Premiere, Microsoft Photo</p>",,"778.59 - Videography, Video Production, Television Photography",Karya Ilmiah - Skripsi (S1) - Reference,"Video Editing, Video Digital-image Transmission,",2023,"Universitas Telkom, D4 Teknologi Rekayasa Multimedia"
Peran Finance Dalam Media Agency Tembok Creative REYHAN WAHYU SUNJAYA,REYHAN WAHYU SUNJAYA,REYHAN WAHYU SUNJAYA,"Ismail, Rio Korio Utoro",<p><em>Media Agency</em> ini merupakan perusahaan yang bergerak untuk mengembangkan strategi kreatif agar dapat membantu para freelancer dan juga mencapai tujuan konsumen yang berfokus pada produksi multimedia. Finance pada Tembok Creative berperan sebagai pengatur keuangan dan <em>cashflow</em> perusahaan dimana mendata segala keperluan pengeluaran juga mendata <em>income</em> atau pemasukan sebagai profit Tembok Creative.</p>,"<p>Kata Kunci: Multimedia, Agency, Company, Finance, Kreatif, Cashflow</p>",006.8 - Multimedia systems- Virtual reality,Karya Ilmiah - Skripsi (S1) - Reference,"Multimedia, Multimedia  Communication,",2023,"Universitas Telkom, D4 Teknologi Rekayasa Multimedia"
Peran Production Dalam Multimedia Agensi RIEFALDI MAHENDRA PRAMUDYA,RIEFALDI MAHENDRA PRAMUDYA,RIEFALDI MAHENDRA PRAMUDYA,"Ismail, Rio Korio Utoro",<p> </p>,<p>Dari hasil tim produksi kami telah menyelesaikan 4 proyek dengan 4 <em>client </em>yang berbeda. Dari <em>client </em>yang pertama kami mendapatkan proyek berupa pembuatan video <em>company profile. </em>lalu dengan <em>client </em>selanjutnya kami mendapatkan proyek web desain. Untuk <em>client </em>ketiga kami mendapatkan proyek desain grafis sekaligus manajemen sosial media untuk <em>client </em>terkait. Dan <em>client </em>yang terakhir kami mendapatkan proyek pembuatan desain dan logo untuk sebuah <em>brand </em>pakaian.</p>,"006.7 - Multimedia system, Web Design, video interactive",Karya Ilmiah - Skripsi (S1) - Reference,"Multimedia, Multimedia Programming,",2023,"Universitas Telkom, D4 Teknologi Rekayasa Multimedia"
Perancangan Konseptual Desain pada Aplikasi Media Interaktif tentang pengenalan Sistem Ekologi Hewan bagi Siswa/Siswi Sekolah Dasar Negeri 02 Pelita Karya Subang ABI RAYHAN PRATAMA,ABI RAYHAN PRATAMA,ABI RAYHAN PRATAMA,"Rikmah Aherliwan Rudawan, Adi Purna Kurniawan",,,"006.7 - Multimedia system, Web Design, video interactive",Karya Ilmiah - Skripsi (S1) - Reference,"Interactive Multimedia, Multimedia Information System,",2023,"Universitas Telkom, D4 Teknologi Rekayasa Multimedia"
PERANCANGAN MEKANISME APLIKASI GAME VIRTUAL LEARNING MENGENAL JENIS HEWAN UNTUK SISWA SEKOLAH DASAR NEGERI PELITA KARYA 2 MUHAMAD RIZKY WIDIYANTO,MUHAMAD RIZKY WIDIYANTO,MUHAMAD RIZKY WIDIYANTO,"Rikman Aherliwan Rudawan, Ady Purna Kurniawan",<p> </p>,Seluruh 1 koleksi sedang dipinjam,006.31 - Machine Learning,Karya Ilmiah - Skripsi (S1) - Reference,"E-learning, Game Programming,",2023,"Universitas Telkom, D4 Teknologi Rekayasa Multimedia"
PERANCANGAN UI/UX DESIGN UNTUK FITUR PENGINTEGRASIAN DENGAN LOGISTIK PADA FITUR PENGINTEGRASIAN DENGAN LOGISTIK DAN MARKETPLACE DI APLIKASI KREALOGI SYAFIRA LAILA RAMADHANI,SYAFIRA LAILA RAMADHANI,SYAFIRA LAILA RAMADHANI,Entik Insanudin,<p> </p>,Seluruh 1 koleksi sedang dipinjam,658.503 - General production planning,Karya Ilmiah - Skripsi (S1) - Reference,"Design User Interface, Graphic Design, User Interfaces,",2023,"Universitas Telkom, D4 Teknologi Rekayasa Multimedia"
Proses Penyuntingan Video Highlight untuk Acara Olahraga pada Perusahaan Vidio Dot Com ALGHIFARI MUHAMAD,ALGHIFARI MUHAMAD,ALGHIFARI MUHAMAD,"Agus Pratondo, Yahdi Siradj",,,"778.59 - Videography, Video Production, Television Photography",Karya Ilmiah - Skripsi (S1) - Reference,"Skripsi, Video Digital-image Transmission,",2023,"Universitas Telkom, D4 Teknologi Rekayasa Multimedia"
Rancang Bangun Animasi Pada Aplikasi  Permainan Edukasi Pembelajaran Bahasa  Inggris ( Studi kasus: SMAIT UMMUL  QURO BOGOR ) RIZAL SYAHMAN FAHLEFY,RIZAL SYAHMAN FAHLEFY,RIZAL SYAHMAN FAHLEFY,"Aprianti Putri Sujana, Rikman Aherliwan Rudawan",,,791. 43 - animation,Karya Ilmiah - Skripsi (S1) - Reference,"3d Animation, Animation-computer Programming,",2023,"Universitas Telkom, D4 Teknologi Rekayasa Multimedia"
ANALISIS PENGARUH INFLASI DAN SUKU BUNGA TERHADAP RETURN ON ASSET PERUSAHAAN TEKSTIL DAN GARMEN YANG TERDAFTAR DI BURSA EFEK INDONESIA PERIODE 2016-2020 DEVIANA ANJANI,DEVIANA ANJANI,DEVIANA ANJANI,Brady Rikumahu,"<p>Dalam melakukan investasi, investor memiliki harapan untuk memperoleh keuntungan di masa mendatang. Oleh karenanya, investor membutuhkan berbagai jenis informasi agar dapat mengevaluasi kinerja perusahaan yang diperlukan untuk mengambil keputusan dalam melakukan investasi. Mengevaluasi kinerja suatu perusahaan dapat dilakukan dengan menganalisis laporan keuangannya melalui rasio keuangan (<em>return on asset</em>). Pada tahun 2016-2020 <em>return on asset</em> perusahaan teksil dan garmen mengalami penurunan yang signifikan. Penurunan <em>return on asset</em> salah satunya dapat dipengaruhi oleh faktor eksternal (inflasi dan suku bunga).</p>","<p>Berdasarkan hasil pengolahan data pada penelitian ini, menunjukkan bahwa variabel inflasi dan suku bunga tidak berpengaruh signifikan terhadap <em>return on asset</em> secara simultan. Secara parsial inflasi tidak berpengaruh signifikan terhadap <em>return on asset</em> dan suku bunga tidak berpengaruh signifikan terhadap <em>return on asset</em><em>.</em></p>","658.15 - Financial management, Insolvency, Bankruptcy, Valuation of businesses, Financial Decision making, Financial planning",Karya Ilmiah - Skripsi (S1) - Reference,Financial Management,2023,"Universitas Telkom, S1 Manajemen Bisnis Telekomunikasi & Informatika"
DDoS Attack Detection System Using Neural Network on Internet of Things LULUS WAHYU PRASETYA ADI,LULUS WAHYU PRASETYA ADI,LULUS WAHYU PRASETYA ADI,"Satria Mandala, Yudhistira Nugraha","<p>Keywords: DDoS, NN, KNN</p>",,"006.32 - Neural networks, perceptrons, connectionism, neural computers",Karya Ilmiah - Skripsi (S1) - Reference,Cyber-physical Systems,2023,"Universitas Telkom, S1 Teknik Informatika"
"INFLUENCE OF LIQUIDITY, COMPANY AGE, AND RISK MINIMIZATION ON CORPORATE SOCIAL RESPONSIBILITY DISCLOSURE (Empirical Study on Mining Companies Listed on the Indonesia Stock Exchange 2015-2020) RIFKY SATRIA NADIFA",RIFKY SATRIA NADIFA,RIFKY SATRIA NADIFA,Willy Sri Yuliandhari,"<p>Perusahaan perlu untuk menjaga lingkungan dan masyarakat yang ada di daerah sekitar perushaan dalam bentuk tanggung jawab sosial atau corporate social responsibility. Hal ini diperlukan agar masyarakat dan lingkunga di sekitar perusahaan mendapat peningkatan kualitas hidup. Penelitian ini bertujuan untuk mengetahui faktor – faktor apa saja yang bisa mempengaruhi pengungkapan corporate social responsibility pada perusahaan. Variabel independen yang digunakan pada penelitian ini yaitu likuiditas, umur perushaan, dan risk minimization dan pengungkapan corporate social responsibility sebagai variabel dependen. Penelitian ini mengambil objek dari perushaan pertambangan yang tercatat di bursa efek Indonesia periode 2015 – 2020. Metode yang digunakan pada penelitian ini yaitu kuantitatif. Pada penelitian ini pengambilan sempel menggunakan purposive sampling dengan kriteria tertentu sehingga didapatkan 72 sampel yang terdiri dari 12 perusahaan. Teknik analisis yang digunakan pada penelitian ini adalah regresi data panel dengan pengolahan data menggunakan Eviews12. Random effect model terpilih setelah melakukan 3 pengujian pemilihan model data panel. Hasil dari penelitian yang dilakukan, menunjukan hasil bahwa likuiditas, umur perusahaan, dan risk minimization berpengaruh secara simultan terhadap pengungkapan corporate social responsibility. Pengujian parsial menunjukan bahwa umur perusahaan berpengaruh secara signifikan ke arah positif dan risk minimization berpengaruh kearah negatif. Saran untuk penelitian selanjutnya dianjurkan untuk menggunakan variabel bebas lain yang memiliki pengaruh terhadap pengungkapan corporate social responsibility. Peneliti juga dapat merubah objek penelitian dengan tujuan mendapatkan hasil penelitian yang lebih baik. Kata Kunci : likuiditas, pengungkapan CSR, risk minimization, umur perusahaan</p>",,"658.408 - Social responsibility of executive management, Safety Management",Karya Ilmiah - Skripsi (S1) - Reference,Social Responsibility,2023,"Universitas Telkom, S1 Akuntansi"
"Pengaruh Audit Fee, Audit Delay, dan Reputasi Auditor terhadap Auditor Switching (Studi Kasus pada Perusahaan Sektor Perdagangan, Jasa Dan Investasi Yang Terdaftar Di Bursa Efek Indonesia Tahun 2018-2021) KURNIA PUTRI RAMADHANI",KURNIA PUTRI RAMADHANI,KURNIA PUTRI RAMADHANI,"Mohamad Rafki Nazar, Djusnimar Zultilisna",,,657.45 - Auditing,Karya Ilmiah - Skripsi (S1) - Reference,"Auditing, Auditors,",2023,"Universitas Telkom, S1 Akuntansi"
Pengaruh Hubungan Ukuran Dewan Direksi Terhadap Return Saham Dengan Reputasi Perusahaan Sebagai Variabel Mediasi (Perusahaan Indeks LQ45 Tahun 2016 - 2020) TRI VELA KARINADA,TRI VELA KARINADA,TRI VELA KARINADA,Khairunnisa,"<p>Kata kunci: <em>Return </em>Saham, Ukuran Dewan Direksi, Reputasi Perusahaan.</p>",,"332.632 2 - Stocks(Shares), Rights and warrants, Common stock",Karya Ilmiah - Skripsi (S1) - Reference,"Accounting And Finance, Stock,",2023,"Universitas Telkom, S1 Akuntansi"
"PENGARUH INTELLECTUAL CAPITAL, CORPORATE SOCIAL RESPONSIBILITY, DAN GOOD CORPORATE GOVERNANCE TERHADAP KINERJA KEUANGAN PERUSAHAAN (Studi pada Perusahaan Telekomunikasi Yang Terdaftar Di Bursa Efek Indonesia Periode 2016-2020) GABRIELLA PANEISCHA PURBA",GABRIELLA PANEISCHA PURBA,GABRIELLA PANEISCHA PURBA,Brady Rikumahu,,,"332.041 5 - Capital formation and saving, capital markets, interdiciplinary works on raising monet for investment in capital assets",Karya Ilmiah - Skripsi (S1) - Reference,"Accounting And Finance, Capital Accounting,",2023,"Universitas Telkom, S1 Akuntansi"
PENGARUH KUALITAS HUBUNGAN TERHADAP LOYALITAS PELANGGAN WIFI.ID DI KOTA BANDUNG DENGAN PEMULIHAM LAYANAN SEBAGAI VARIABEL INTERVENING FADHEL MUHAMMAD SAFARIE,FADHEL MUHAMMAD SAFARIE,FADHEL MUHAMMAD SAFARIE,Adhi Prasetio,"<p>Kata Kunci: Kualitas Hubungan, Pemulihan Layanan, Loyalitas Pelanggan</p>",,"658.834 3 - Consumer attitudes, Preferences, Reactions, Brand preferences, Consumer satisfaction",Karya Ilmiah - Skripsi (S1) - Reference,Customer Loyalty,2023,"Universitas Telkom, S1 Manajemen Bisnis Telekomunikasi & Informatika"
"Pengaruh Likuiditas, Leverage, Profitabilitas dan Opini Audit terhadap Nilai Perusahaan (Studi Empiris: Perusahaan Manufaktur yang terdaftar di Bursa Efek Indonesia periode 2018-2020) MUHAMMAD SIDQI ALBAIHAQI",MUHAMMAD SIDQI ALBAIHAQI,MUHAMMAD SIDQI ALBAIHAQI,Elly Suryani,"<p>                Penelitian ini bertujuan untuk menguji pengaruh likuiditas, leverage, profitabilitas dan opini audit terhadap nilai perusahaan pada perusahaan manufaktur yang terdaftar di Bursa Efek Indonesia (BEI) periode 2018-2020.</p>",<p>Peneliti selanjutnya disarankan untuk mengembangkan variabel-variabel independen yang dapat menjelaskan pengaruh lebih besar. Bagi investor diharapkan penelitian ini bisa menjadi pertimbangan pengambilan keputusan dalam berinvestasi. Bagi perusahaan disarankan dapat meningkatkan nilai perusahaan dengan melihat pengaruh-pengaruh variabel yang mempengaruhi nilai perusahaan.</p>,657.45 - Auditing,Karya Ilmiah - Skripsi (S1) - Reference,Auditing,2023,"Universitas Telkom, S1 Akuntansi"
"PENGARUH PERTUMBUHAN PERUSAHAAN, FREE CASH FLOW, DAN INVESTMENT OPPORTUNITY SET TERHADAP NILAI PERUSAHAAN (Studi Perusahaan Manufaktur Sektor Industri Barang Konsumsi Yang Terdaftar Pada Bursa Efek Indonesia Tahun 2016-2020) SYAFIRA AZI SUGIHARTO",SYAFIRA AZI SUGIHARTO,SYAFIRA AZI SUGIHARTO,Hendratno,<p> </p>,Seluruh 1 koleksi sedang dipinjam,332.632 7 - Investment company securities,Karya Ilmiah - Skripsi (S1) - Reference,"Accounting And Finance, Investment,",2023,"Universitas Telkom, S1 Akuntansi"
"PENGARUH PROFITABILITAS, LEVERAGE, GOOD CORPORATE GOVERNANCE TERHADAP MANAJEMEN LABA (Studi pada perusahaan Sub Sektor Makanan-Minuman yang terdaftar di Bursa Efek Indonesia Tahun 2017-2020) ZAHRAN AL GHIFARI",ZAHRAN AL GHIFARI,ZAHRAN AL GHIFARI,Majidah,<p>Manajemen laba merupakan suatu tindakan penilaian dalam laporan keuangan dan persiapan sebuah transaksi yang bertujuan untuk memanipulasi kinerja keuangan untuk kepentingan manajemen. Hal ini dilakukan untuk memanipulasi dengan menambah maupun mengurangi nilai pendapatan yang terdapat dalam laporan keuangan serta menggunakan suatu cara akuntansi yang digunakan perusahaan dengan adanya campur tangan dalam menyusun laporan keuangan.</p>,"<p>Hasil penelitian ini menunjukan bahwa profitabilitas, <em>leverage </em>dan <em>good corporate governance</em> berpengaruh secara simultan terhadap manajemen laba. Secara parsial variabel profitabilitas berpengaruh positif terhadap manajemen laba. Sedangkan <em>leverage </em>dan <em>good corporate governance </em>yang terdiri dari variabel kepemilikan institusional dan komisaris independen tidak berpengaruh terhadap manajemen laba.</p>",C -,Karya Ilmiah - Skripsi (S1) - Reference,"Accounting And Finance, Profitability,",2023,"Universitas Telkom, S1 Akuntansi"
"PENGARUH RISK MINIMIZATION, GENDER DIVERSITY DAN  SERTIFIKASI LINGKUNGAN TERHADAP PENGUNGKAPAN CORPORATE  SOCIAL RENSPONSIBILITY  (Studi Kasus pada Industri Primer yang Terdaftar di Bursa Efek Indonesia Tahun 2019- 2021) AULIA FATIHA KURNIADI",AULIA FATIHA KURNIADI,AULIA FATIHA KURNIADI,Wahdan Arum Inawati,"<p>Kata Kunci: Corporate Social Rensponsibility, Gender Diversity, Risk Minimization, Sertifikasi Lingkungan</p>",,"658.408 - Social responsibility of executive management, Safety Management",Karya Ilmiah - Skripsi (S1) - Reference,Corporate Social Responsibility,2023,"Universitas Telkom, S1 Akuntansi"
"Pengaruh Shareholder Pressure, Auditor Type dan Director Expertise Terhadap Kualitas Sustainability Report (Studi pada Seluruh Perusahaan yang Terdaftar di Bursa Efek Indonesia Periode 2018-2020) SALMAN ALFARIZI",SALMAN ALFARIZI,SALMAN ALFARIZI,Cahyaningsih,"<p>Tujuan dari penelitian ini adalah untuk mengetahui dan menganalisis pengaruh <em>stakeholder pressure</em>, <em>auditor type</em>, <em>auditor expertise</em> terhadap kualitas <em>sustainability report</em> menggunakan GRI <em>Standard</em>. Populasi dalam penelitian ini adalah seluruh perusahaan yang terdaftar di Bursa Efek Indonesia periode 2018-2020. Pemilihan sampel pada penelitian ini menggunakan teknik <em>purposive sampling. </em>Sampel pada penelitian berjumlah 138 data observasi. Metode analisis data dalam penelitian ini adalah analisis regresi data panel dengan menggunakan <em>software Eviews </em>12.</p>",,657 - Accounting,Karya Ilmiah - Skripsi (S1) - Reference,"Accounting, Audit,",2023,"Universitas Telkom, S1 Akuntansi"
PENGARUH SOCIAL MEDIA MARKETING TERHADAP DESTINATION IMAGE DAN INTENTION TO VISIT BALI ZOO NI PUTU DITA PRAMESTI DEWI,NI PUTU DITA PRAMESTI DEWI,NI PUTU DITA PRAMESTI DEWI,,"<p>Oleh karena itu, penelitian ini bertujuan untuk mengeksplorasi pengaruh <em>social media marketing</em> terhadap <em>intention to visit</em> pengikut akun instagram Bali <em>Zoo</em> (@balizoo) yang di mediasi oleh variabel <em>destination image</em>, serta mengetahui apakah terdapat pengaruh pada variabel <em>social media marketing</em> terhadap variabel <em>intention to visit</em> Bali <em>Zoo</em>, pengaruh variabel <em>social media marketing</em> terhadap variabel <em>destination image</em> di Bali <em>Zoo</em>, dan pengaruh variabel <em>destination image</em> terhadap variabel <em>intention to visit</em> Bali <em>Zoo.</em></p>","<p>Berdasarkan kesimpulan dari hasil penelitian yang telah dilakukan, sebaiknya Bali <em>Zoo</em> perlu meningkatkan kualitas informasi yang dibagikan pada akun instagram, meningkatkan pelayanan yang baik dan berkesan kepada wisatawan mulai dari wisatawan berkunjung ke Bali <em>Zoo</em> hingga pemberian <em>feedback, </em>lebih giat mengadakan aktivitas komunikasi pemasaran, aktif berinteraksi dengan <em>followers</em> media sosial, dan menawarkan promo pada hari-hari tertentu.</p>",C -,Karya Ilmiah - Skripsi (S1) - Reference,Social Media-communication In Marketing,2023,Universitas Telkom
"PENGARUH UKURAN PERUSAHAAN, PERTUMBUHAN ASET DAN TANGIBILITY TERHADAP STRUKTUR MODAL (Studi Empiris Perusahaan Property, Real, dan Estate yang terdaftar di Bursa Efek Indonesia tahun 2016-2020) HAN,PHILIANA WATER LIFE","HAN,PHILIANA WATER LIFE","HAN,PHILIANA WATER LIFE",Khairunnisa,"<p>     Penelitian ini bertujuan untuk mengetahui Pengaruh Ukuran Perusahaan, Pertumbuhan Aset, dan Tangibility terhadap Struktur Modal secara simultan dan parsial pada perusahaan sektor Property, Real, dan Estate yang Terdaftar di Bursa Efek Indonesia tahun 2016-2020. Metode yang diterapkan dalam penelitian ini yaitu kuantitatif dengan sumber data yang berasal dari laporan tahunan perusahaan (annual report) yang dipublikasikan melalui Bursa Efek Indonesia dan website resmi perusahaan. Teknik pengambilan sampel yang digunakan yaitu purposive sampling. Penelitian ini memperoleh sampel sebanyak 23 perusahaan dengan observasi selama lima tahun maka total keseluruhan sampel sebanyak 115 perusahaan. Analisis data yang digunakan pada penelitian ini adalah model analisis regresi data panel. </p>",,"332.041 5 - Capital formation and saving, capital markets, interdiciplinary works on raising monet for investment in capital assets",Karya Ilmiah - Skripsi (S1) - Reference,"Accounting And Finance, Capital Accounting,",2023,"Universitas Telkom, S1 Akuntansi"
"PREDIKSI FINANCIAL DISTRESS MENGGUNAKAN MODEL Z-SCORE DAN SUPPORT VECTOR MACHINE PADA PERUSAHAAN SEKTOR INFRASTRUKTUR, UTILITAS, DAN TRANSPORTASI YANG TERDAFTAR DI BURSA EFEK INDONESIA TAHUN 2017-2020 ANUGRAH PRASETYA SALAM",ANUGRAH PRASETYA SALAM,ANUGRAH PRASETYA SALAM,Elly Suryani,<p>Z-Score adalah suatu model yang memprediksi kesulitan keuangan dengan menggunakan  rasio keuangan yang dikembangkan oleh Altman. Sedangkan <em>Support Vector Machine </em>bekerja dengan memaksimalkan batas garis pemisah atau <em>hyperplane</em> sehingga diperoleh ukuran margin yang maksimal. <em>Hyperplane </em>yang memisahkan kedua kelompok data dengan mengukur margin <em>hyperplane</em>.</p>,<p> </p>,"658.15 - Financial management, Insolvency, Bankruptcy, Valuation of businesses, Financial Decision making, Financial planning",Karya Ilmiah - Skripsi (S1) - Reference,Financial Accounting,2023,"Universitas Telkom, S1 Akuntansi"
THE EFFECT OF JOB SATISFACTION ON EMPLOYEES PERFORMANCE AT PT BPR BKK BOYOLALI RHESA ARDIMAPUTRA,RHESA ARDIMAPUTRA,RHESA ARDIMAPUTRA,,"<p>This study aims to determine the effect of job satisfaction in PT BPR BKK Boyolali’s employees and analyze the effectiveness of job satisfaction on employee performances at PT BPR BKK Boyolali. The factors tested in this study were the effect of job satisfaction as an exogenous variable, while employee performance as an endogenous variable.</p>","<p>The suggestion for the companies are reflected on their smallest percentage of the questionnaire obtained which are Coworkers and Quality, the mediation and employee performance evaluation are proposed to solve that problem. Lastly the suggestion for future research are to added other theories and adding more variables to the existing ones</p>",658.314 22 - Job satisfaction,Karya Ilmiah - Skripsi (S1) - Reference,"Job Satisfaction, Personel Management,",2023,"Universitas Telkom, S1 International Ict Business"
"THE EFFECT OF SERVICE QUALITY, PERCEIVED VALUE AND TRUST IN GRABFOOD ON CUSTOMER SATISFACTION ACHMAD ALVIN EFFENDI",ACHMAD ALVIN EFFENDI,ACHMAD ALVIN EFFENDI,Adhi Prasetio,"<p>The purpose of this research is to find out and analyze how the service quality of GrabFood, how is the perceived value of GrabFood benefits, and how is customer satisfaction with GrabFood and trust as a mediator for GrabFood.</p>","<p>Based on the research results, GrabFood is expected to be able to fulfill what was promised and promoted to customers. This is to increase the trust of GrabFood customers because trust can have an influence on customer satisfaction. The results of this study are expected to be used as a reference source in further research and it is recommended to add variables not examined in this study.</p>","658.8 - Marketing, Management of Distribution/Marketing, Manajemen Distribusi",Karya Ilmiah - Skripsi (S1) - Reference,"Marketing Management, Service Quality,",2023,"Universitas Telkom, S1 International Ict Business"
The Influence of Consumers Perceived Risk on Consumers Online Purchase Intention (Case Study on Shopee Consumers in Indonesia) HAEKAL FISSABILILLAH,HAEKAL FISSABILILLAH,HAEKAL FISSABILILLAH,Adhi Prasetio,"<p>This study aims to analyze the influence of consumers' perceived risk which has 6 dimensions, namely, financial, product, security, time, social, and psychological on consumers' online purchase intention at Shopee as e-commerce.</p>",<p>Shopee must find solutions for the three risks that have proven to negatively influence consumers' online purchase intentions to maintain their dominance. Paying attention to the risk perceived by consumers is one way that Shopee must do.</p>,"658.834 3 - Consumer attitudes, Preferences, Reactions, Brand preferences, Consumer satisfaction",Karya Ilmiah - Skripsi (S1) - Reference,"Consumer Behavior, Marketing Management,",2023,"Universitas Telkom, S1 International Ict Business"
